animal_id,animal_type,primary_color,secondary_color,breed_group,animal_identity,age_now,age_long,tag_no,tag_type,vaccine
A481590,DOG,BLACK,,TOY,396080.0,7Y,7 YEARS,D13-027718,LIC ALTERED,DERBY
A615134,DOG,BROWN,,TOY,529879.0,4Y,4 YEARS,RAB0368674,RABIES CERT,BANFIELD
A623841,DOG,TAN,,,538563.0,9Y,9 YEARS,L17-010356,LIC ALTERED,
A630871,DOG,APRICOT,,SETTER/RETRIEVE,545505.0,6Y,6 YEARS,L17-022907,LIC ALTERED,
A572458,DOG,BLACK,WHITE,MASTIFF,487399.0,3Y,3 YEARS,L15-050486,LIC ALTERED,HEATHER
A609690,DOG,UNKNOWN,,MASTIFF,524524.0,,NO AGE,,,
A628576,DOG,BROWN,,TERRIER,543215.0,3Y,3 YEARS,L17-022196,LIC ALTERED,
A459855,DOG,YELLOW,,SETTER/RETRIEVE,374042.0,8Y,8 YEARS,D13-009931,LIC ALTERED,CHEROKEE
A582562,DOG,BROW,WHITE,HOUND,497519.0,2Y,2 YEARS,U16-006415,RABIES CERT,
A629612,CAT,GRAY,,SHORTHAIR,544244.0,5Y,5 YEARS,L17-049057,LIC 3Y,
A550988,CAT,BLACK,,SHORTHAIR,465883.0,,NO AGE,L14-005821,LIC ALTERED,
A585835,DOG,WHITE,,TOY,500793.0,5Y,5 YEARS,L17-016540,LIC ALTERED,
A288682,CAT,BLACK,,SHORTHAIR,150822.0,17Y,17 YEARS,C12-053023,LIC ALTERED,MIDDLETOWN
A608018,DOG,BLACK,GRAY,TERRIER,522849.0,3Y,3 YEARS,R17-5882,RAB VAC CERT.,MAS
A531385,DOG,TRICOLOR,,HOUND,446209.0,,NO AGE,L14-004620,LIC ALTERED,
A511805,DOG,YELLOW,,SPITZ,426535.0,7Y,7 YEARS,D14-046751,LIC ALTERED,EAST LOU
A577531,DOG,BLACK,WHITE,SPANIEL,492482.0,5Y,5 YEARS,L15-065013,LIC ALTERED,KHS
A601379,CAT,BLACK,,SHORTHAIR,516290.0,2Y,2 YEARS,L15-055135,LIC ALTERED,DERBY CITY
A568416,CAT,WHITE,GRAY,SHORTHAIR,483357.0,4Y,4 YEARS,L15-023485,LIC ALTERED,LMAS
A625976,DOG,WHITE,,POODLE,540712.0,1Y 11M,1 YEAR 11 MONTHS,U17-009424,RABIES CERT,
A560789,DOG,RED,,TOY,475709.0,15Y,15 YEARS,L16-055397,LIC SR,
A590698,DOG,BR BRINDLE,,MASTIFF,505613.0,2Y,2 YEARS,L17-008332,LIC UNALTERED,AUBURNDALE
A597628,DOG,YELLOW,,SETTER/RETRIEVE,512538.0,3Y,3 YEARS,L16-041799,LIC ALTERED,
A627220,DOG,BROWN,WHITE,HOUND,541907.0,2Y,2 YEARS,L17-009346,LIC ALTERED,MAS
A527461,CAT,WHITE,BRN TABBY,LONGHAIR,442273.0,3Y,3 YEARS,985112003933627,MICROCHIP ADO,
A581730,DOG,BLACK,,MIX,496686.0,7Y,7 YEARS,L15-036008,LIC ALTERED,
A593487,DOG,TRICOLOR,,TOY,508410.0,3Y,3 YEARS,L16-016395,LIC UNALTERED,METRO
A571671,CAT,CALICO,,LONGHAIR,486614.0,,NO AGE,L16-032006,LIC SR,
A622294,DOG,BROWN,,TOY,537018.0,1Y 6M,1 YEAR 6 MONTHS,981020019425352,MICROCHIP ADO,
A571159,CAT,GRAY,BLACK,SHORTHAIR,486102.0,2Y,2 YEARS,,,
A437270,DOG,BLUE,GRAY,SIGHTHOUND,351077.0,7Y,7 YEARS,L14-004049,LIC UNALTERED,
A630597,CAT,ORG TIGER,,SHORTHAIR,545230.0,3Y,3 YEARS,985113001481842,MICROCHIP ADO,
A479171,DOG,BROWN,WHITE,MASTIFF,393590.0,4Y,4 YEARS,0A131F7479,MICROCHIP,
A573799,DOG,BROWN,,SHEPHERD,488742.0,9Y,9 YEARS,L15-007095,LIC ALTERED,
A467042,CAT,BLACK,,SHORTHAIR,381323.0,6Y,6 YEARS,L17-042906,LIC ALTERED,
A561019,DOG,BLACK,TAN,SETTER/RETRIEVE,475939.0,3Y,3 YEARS,L15-054287,LIC ALTERED,CHEROKEE
A492557,CAT,CRM TABBY,,SHORTHAIR,407169.0,8Y,8 YEARS,985112001172231,MICROCHIP ADO,
A552063,DOG,BLACK,,TERRIER,466971.0,14Y,14 YEARS,15-001651,LIC ALTERED,
A556729,CAT,GRAY TABBY,BROWN,SHORTHAIR,471642.0,2Y,2 YEARS,,,
A562789,DOG,BROWN,,TOY,477714.0,,NO AGE,,,
A575150,DOG,BLACK,,TERRIER,490097.0,2Y,2 YEARS,L16-023842,LIC UNALTERED,BLUE CROSS
A617471,CAT,BRN TABBY,WHITE,LONGHAIR,532228.0,9M,9 MONTHS,,,
A562248,DOG,WHITE,BROWN,TOY,477176.0,7Y,7 YEARS,U15-002902,RABIES CERT,
A559218,DOG,RED,,SETTER/RETRIEVE,474136.0,7Y,7 YEARS,L15-058353,LIC ALTERED,
A515742,DOG,TRICOLOR,,TOY,430508.0,10Y,10 YEARS,R16-1581,RAB VAC CERT.,MAS
A583213,DOG,GOLD,,MASTIFF,498170.0,2Y,2 YEARS,982000365621091,MICROCHIP,
A600196,DOG,UNKNOWN,,TOY,515101.0,,NO AGE,,,
A584793,DOG,TAN,,TOY,499749.0,9Y,9 YEARS,981010001263820,MICROCHIP,
A604286,DOG,TAN,,MASTIFF,519146.0,,NO AGE,,,
A629533,CAT,BLACK,,SHORTHAIR,544167.0,11M,11 MONTHS,L17-001987,LIC ALTERED,
A623673,DOG,BLACK,GOLD,TOY,538403.0,1Y,1 YEAR,L17-020804,LIC ALTERED,
A617564,DOG,BLACK,WHITE,MASTIFF,532322.0,8Y,8 YEARS,RAB0378106,RABIES CERT,BANFIELD
A577466,CAT,WHITE,ORANGE,SHORTHAIR,492417.0,3Y,3 YEARS,,,
A334555,DOG,BLACK,WHITE,COLLIE,117270.0,11Y,11 YEARS,L17-010780,LIC ALTERED,
A614051,DOG,BLACK,,MIX,528803.0,7Y,7 YEARS,L17-037612,LIC ALTERED,
A588695,DOG,BLACK,,SETTER/RETRIEVE,503611.0,,NO AGE,L16-045712,LIC ALTERED,SNIP
A629089,CAT,BLACK,WHITE,SHORTHAIR,543728.0,1Y 3M,1 YEAR 3 MONTHS,,,
A379204,DOG,TAN,WHITE,TOY,291823.0,10Y,10 YEARS,L16-057895,LIC SR,
A582701,DOG,CREAM,,TOY,497658.0,12Y,12 YEARS,L16-027016,LIC ALTERED,
A586066,DOG,BROWN,BLACK,TOY,501021.0,3Y,3 YEARS,L16-037586,LIC ALTERED,
A125743,DOG,BLACK,,SHEPHERD,162823.0,18Y,18 YEARS,D04-016761,LIC ALTERED,
A587628,DOG,BR BRINDLE,WHITE,TOY,502585.0,3Y,3 YEARS,R16-3142,RAB VAC CERT.,MAS
A578425,CAT,UNKNOWN,,,493377.0,2Y,2 YEARS,L15-020772,LIC ALTERED,
A550167,DOG,BLACK,WHITE,COLLIE,465061.0,6Y,6 YEARS,L15-009129,LIC ALTERED,
A613681,CAT,BRN TABBY,,SHORTHAIR,528436.0,5Y,5 YEARS,,,
A549367,DOG,BROWN,,TOY,464261.0,5Y,5 YEARS,L15-037736,LIC ALTERED,
A401339,CAT,ORANGE,,SHORTHAIR,314325.0,14Y,14 YEARS,L15-035303,LIC SR,
A631070,CAT,ORANGE,,SHORTHAIR,545702.0,9Y,9 YEARS,0A1167174,MICROCHIP,
A551017,CAT,ORANGE,,SHORTHAIR,465912.0,5Y,5 YEARS,L14-005874,LIC ALTERED,
A615326,CAT,GRAY,WHITE,SHORTHAIR,530071.0,2Y,2 YEARS,L17-012425,LIC ALTERED,MAS
A631770,CAT,ORANGE,WHITE,SHORTHAIR,546392.0,6M,6 MONTHS,L17-048296,LIC ALTERED,
A589065,CAT,BRN TABBY,,SHORTHAIR,503983.0,1Y 10M,1 YEAR 10 MONTHS,985112007132202,MICROCHIP ADO,
A537272,DOG,BR BRINDLE,WHITE,MASTIFF,452136.0,5Y,5 YEARS,L16-016998,LIC ALTERED,
A539581,DOG,BLACK,,TOY,454448.0,15Y,15 YEARS,985112004692803,MICROCHIP ADO,MAS
A572908,DOG,BROWN,WHITE,SPITZ,487849.0,3Y,3 YEARS,985112005404834,MICROCHIP,
A605001,DOG,GRAY,WHITE,TOY,519852.0,3Y,3 YEARS,,,
A457194,CAT,WHITE,GRAY,SHORTHAIR,371326.0,13Y,13 YEARS,C14-040483,LIC ALTERED,FAIRLEIGH
A590852,CAT,ORANGE,,SHORTHAIR,505769.0,1Y 10M,1 YEAR 10 MONTHS,L16-005597,LIC ALTERED,MAS
A581043,DOG,BROWN,BLACK,HOUND,495999.0,13Y,13 YEARS,L15-053543,LIC 3Y,AUBURNDALE
A593664,DOG,TAN,WHITE,HOUND,508589.0,9Y,9 YEARS,,,
A571795,CAT,BLK TABBY,,SHORTHAIR,486738.0,10Y,10 YEARS,L17-002078,LIC ALTERED,
A630035,DOG,BROWN,WHITE,MASTIFF,544666.0,3Y,3 YEARS,L17-048310,LIC ALTERED,
A576694,DOG,BROWN,BLACK,TOY,491643.0,2Y,2 YEARS,U15-005102,RABIES CERT,
A380460,DOG,BLACK,BROWN,TERRIER,293103.0,11Y,11 YEARS,D10-024882,LIC UNALTERED,DERBY CITY
A606960,DOG,BLUE,,MASTIFF,521816.0,1Y 1M,1 YEAR 1 MONTH,,,
A557845,CAT,UNKNOWN,,SHORTHAIR,472760.0,,NO AGE,,,
A327302,DOG,BLACK,,SETTER/RETRIEVE,159192.0,14Y,14 YEARS,D12-046314,LIC ALTERED,CHEROKEE
A570820,DOG,BLACK,TAN,SHEPHERD,485763.0,3Y,3 YEARS,L15-006349,LIC ALTERED,
A506832,DOG,BLACK,,SHEPHERD,421539.0,,NO AGE,V13-000764,RABIES CERT,
A551422,DOG,BLACK,,TOY,466323.0,5Y,5 YEARS,L17-048737,LIC ALTERED,
A595096,DOG,WHITE,BLACK,MASTIFF,509990.0,3Y,3 YEARS,R16-3318,RAB VAC CERT.,MAS
A632134,DOG,TAN,WHITE,MASTIFF,546758.0,2Y,2 YEARS,,,
A574284,DOG,BLACK,WHITE,SETTER/RETRIEVE,489229.0,,NO AGE,,,
A585199,DOG,BLACK,WHITE,SETTER/RETRIEVE,500152.0,2Y,2 YEARS,,,
A555413,DOG,BROWN,,MIX,470331.0,9Y,9 YEARS,L14-057785,LIC SR,
A443748,CAT,TORTIE,TORTIE,SHORTHAIR,357668.0,6Y,6 YEARS,C14-033409,LIC ALTERED,CROSSCREEK
A557564,DOG,TRICOLOR,,HOUND,472479.0,7Y,7 YEARS,R15-3312,RABIES CERT,
A562911,DOG,BROWN,WHITE,SPANIEL,477836.0,8Y,8 YEARS,L15-030740,LIC 3Y,AUBURNDALE
A082221,CAT,GRAY,,SHORTHAIR,57209.0,19Y,19 YEARS,C13-014090,LIC SR,GOOSE CRK
A574759,DOG,BROWN,,TERRIER,489705.0,11Y,11 YEARS,U15-005046,RABIES CERT,
A628852,CAT,BRN TABBY,,SHORTHAIR,543491.0,12W,12 WEEKS,,,
A587545,DOG,RED,WHITE,SPANIEL,502502.0,2Y,2 YEARS,985113000214002,MICROCHIP,
A567455,DOG,BLACK,,POODLE,482394.0,7Y,7 YEARS,L15-051520,LIC UNALTERED,
A619163,DOG,WHITE,,MIX,533888.0,2Y,2 YEARS,L17-011566,LIC ALTERED,
A575806,CAT,CALICO,,SHORTHAIR,490753.0,3Y,3 YEARS,L15-039908,LIC ALTERED,KHS
A298403,DOG,TAN,,TOY,105875.0,17Y,17 YEARS,D13-029921,LIC UNALTERED,FAIRLEIGH
A272715,DOG,BL BRINDLE,WHITE,TOY,206776.0,13Y,13 YEARS,L16-026163,LIC ALTERED,AUDUBON
A633430,CAT,ORG TABBY,,SHORTHAIR,548055.0,2Y,2 YEARS,,,
A563312,DOG,BROWN,BLACK,SHEPHERD,478238.0,6Y,6 YEARS,,,
A396322,DOG,WHITE,BROWN,MASTIFF,309206.0,8Y,8 YEARS,D12-018583,LIC UNALTERED,SHIVELY
A519852,DOG,BLACK,BROWN,SHEPHERD,434636.0,4Y,4 YEARS,U14-001180,RABIES CERT,
A477843,DOG,LIVER,,POINTER,392237.0,6Y,6 YEARS,D15-12007,LIC 3Y,BRECKENRID
A278126,DOG,BLACK,,TERRIER,152224.0,12Y,12 YEARS,C14-041277,LIC SR,GAILOR
A550083,DOG,BROWN,,MASTIFF,464977.0,3Y,3 YEARS,U16-005957,RABIES CERT,
A603460,CAT,BLACK,BLACK,SHORTHAIR,518365.0,1Y 3M,1 YEAR 3 MONTHS,,,
A558752,DOG,BR BRINDLE,,SHEPHERD,473670.0,6Y,6 YEARS,U17-009698,RABIES CERT,
A606136,DOG,BLACK,WHITE,COLLIE,520987.0,1Y 11M,1 YEAR 11 MONTHS,L16-013181,LIC ALTERED,
A571679,DOG,BLACK,,,486622.0,,NO AGE,L15-026643,LIC ALTERED,
A596990,CAT,,,SHORTHAIR,511915.0,5Y,5 YEARS,L16-025337,LIC ALTERED,
A551437,DOG,BLACK,WHITE,MASTIFF,466338.0,5Y,5 YEARS,L14-041390,LIC UNALTERED,DR JOHNS
A551517,DOG,BROWN,WHITE,TOY,466419.0,5Y,5 YEARS,L14-044116,LIC ALTERED,AUDUBON
A581672,CAT,ORANGE,,SHORTHAIR,496628.0,3Y,3 YEARS,L15-050889,LIC ALTERED,
A592206,CAT,BRN TABBY,WHITE,SHORTHAIR,507123.0,1Y 8M,1 YEAR 8 MONTHS,,,
A618051,DOG,BROWN,WHITE,SETTER/RETRIEVE,532810.0,3Y,3 YEARS,L16-053117,LIC ALTERED,
A577725,CAT,BLACK,WHITE,SHORTHAIR,492677.0,2Y,2 YEARS,985112006321993,MICROCHIP ADO,
A537674,DOG,TRICOLOR,,COLLIE,452538.0,5Y,5 YEARS,L15-070200,LIC ALTERED,
A444802,DOG,YELLOW,,TOY,358740.0,7Y,7 YEARS,L16-000152,LIC ALTERED,
A631105,CAT,BRN TABBY,,LONGHAIR,545736.0,8M,8 MONTHS,L17-043971,LIC ALTERED,
A550819,DOG,BLACK,WHITE,COLLIE,465714.0,4Y,4 YEARS,985112005998600,MICROCHIP ADO,MAS
A574649,DOG,BLACK,,TOY,489595.0,3Y,3 YEARS,U15-004902,RABIES CERT,
A629170,DOG,UNKNOWN,,TOY,543809.0,,NO AGE,,,
A268236,DOG,BLUE,GOLD,TOY,60471.0,19Y,19 YEARS,D08-047242,LIC ALTERED,CHEROKEE
A624717,CAT,UNKNOWN,,SHORTHAIR,539450.0,,NO AGE,,,
A562500,DOG,TRICOLOR,,COLLIE,477425.0,,NO AGE,L16-038841,LIC ALTERED,
A548800,DOG,RED,,SPITZ,463694.0,14Y,14 YEARS,L16-022521,LIC ALTERED,
A610809,CAT,BLACK,BLACK,LONGHAIR,525619.0,2Y,2 YEARS,,,
A627019,CAT,BROWN,,SHORTHAIR,541709.0,6Y,6 YEARS,L17-034107,LIC ALTERED,
A564565,CAT,BLACK,WHITE,SHORTHAIR,479493.0,2Y,2 YEARS,,,
A597928,DOG,BLACK,,TOY,512846.0,11Y,11 YEARS,L16-014100,LIC UNALTERED,METRO
A318081,DOG,BROWN,BLACK,SHEPHERD,60530.0,16Y,16 YEARS,L16-040031,LIC ALTERED,
A595079,DOG,BROWN,BLACK,TOY,509973.0,8Y,8 YEARS,L16-040969,LIC ALTERED,
A577182,DOG,BLUE TICK,,HOUND,492131.0,3Y,3 YEARS,L15-008254,LIC ALTERED,
A560371,DOG,WHITE,BLACK,MASTIFF,475283.0,,NO AGE,,,
A498494,DOG,RED,,TOY,413141.0,12Y,12 YEARS,985112006923480,MICROCHIP ADO,MAS
A566483,DOG,YELLOW,,SETTER/RETRIEVE,481418.0,7Y,7 YEARS,L15-023995,LIC ALTERED,MAS
A606540,DOG,BROWN,,COLLIE,521394.0,1Y 6M,1 YEAR 6 MONTHS,L16-022248,LIC SR,BANFIELD
A627557,CAT,TORTIE,,SHORTHAIR,542227.0,3Y,3 YEARS,985113001193335,MICROCHIP ADO,
A555971,DOG,GOLD,,SETTER/RETRIEVE,470883.0,3Y,3 YEARS,L16-026121,LIC ALTERED,AUDUBON
A580466,DOG,BLACK,BROWN,POINTER,495419.0,5Y,5 YEARS,985112006923954,MICROCHIP ADO,
A631962,DOG,BROWN,WHITE,TOY,546585.0,14Y,14 YEARS,L17-005679,LIC 3YSR,
A564932,CAT,CALICO,,SHORTHAIR,479861.0,3Y,3 YEARS,,,
A586992,DOG,RED,,SETTER/RETRIEVE,501949.0,11Y,11 YEARS,985112006881441,MICROCHIP RTO,
A587050,DOG,BLACK,WHITE,COLLIE,502007.0,5Y,5 YEARS,L15-065245,LIC ALTERED,KHS
A512571,DOG,BROWN,WHITE,TERRIER,427302.0,10Y,10 YEARS,D14-058400,LIC ALTERED,FAIR/DIXIE
A607864,DOG,BLACK,BROWN,TERRIER,522695.0,3Y,3 YEARS,841092879,MICROCHIP,
A575851,DOG,BLACK,TAN,POINTER,490798.0,2Y,2 YEARS,981020015473442,MICROCHIP,
A579417,DOG,BROWN,,TOY,494369.0,,NO AGE,L17-027992,LIC ALTERED,
A357584,DOG,BLACK,BROWN,TERRIER,269842.0,14Y,14 YEARS,D12-00200,LIC ALTERED,CHEROKEE
A614358,DOG,TAN,BLACK,SHEPHERD,529105.0,3Y,3 YEARS,L17-017221,LIC ALTERED,
A570205,DOG,FAWN,,TOY,485148.0,11Y,11 YEARS,L17-034081,LIC SR,
A194071,DOG,BLACK,TAN,HOUND,267505.0,16Y,16 YEARS,L14-015322,LIC SR,
A570523,CAT,ORNG TABBY,,SHORTHAIR,485467.0,2Y,2 YEARS,U16-9124169,RABIES CERT,BANFIELD
A605754,DOG,BLACK,WHITE,COLLIE,520603.0,4Y,4 YEARS,L16-030743,LIC ALTERED,BARDSTOWN
A556295,DOG,YELLOW,,MASTIFF,471209.0,,NO AGE,L15-043690,LIC ALTERED,
A603945,CAT,BLACK,,LONGHAIR,518851.0,5Y,5 YEARS,985112008498487,MICROCHIP ADO,
A573651,DOG,WHITE,BLACK,TERRIER,488594.0,7Y,7 YEARS,L15-061924,LIC ALTERED,SHELDEN
A262351,DOG,CHOCOLATE,,TOY,262151.0,12Y,12 YEARS,D13-026939,LIC SR,SHIVELY
A579813,DOG,BLACK,WHITE,SPANIEL,494765.0,7Y,7 YEARS,L18-015004,LIC ALTERED,
A610355,DOG,BLACK,BLACK,COLLIE,525163.0,3Y,3 YEARS,982000357823582,MICROCHIP,
A558264,DOG,GOLD,,POODLE,473182.0,3Y,3 YEARS,L15-002584,LIC UNALTERED,
A579748,DOG,BLACK,,SETTER/RETRIEVE,494700.0,3Y,3 YEARS,L15-009643,LIC UNALTERED,IROQUOIS
A597518,DOG,BR BRINDLE,WHITE,MASTIFF,512428.0,2Y,2 YEARS,981020017552215,MICROCHIP,
A488176,DOG,BLACK,,TOY,402761.0,12Y,12 YEARS,D13-003548,LIC ALTERED,IROQUOIS
A300157,DOG,BLACK,TAN,SETTER/RETRIEVE,43486.0,,NO AGE,D14-031170,LIC ALTERED,SHIVELY
A608046,DOG,WHITE,TAN,SETTER/RETRIEVE,522877.0,3Y,3 YEARS,L17-012102,LIC ALTERED,LMAS
A556703,CAT,BLK SMOKE,,LONGHAIR,471616.0,3Y,3 YEARS,L15-023592,LIC ALTERED,MAS
A551404,CAT,BRN TABBY,,SHORTHAIR,466305.0,14Y,14 YEARS,L14-059906,LIC ALTERED,
A592897,DOG,BLACK,WHITE,HOUND,507818.0,2Y,2 YEARS,L17-018791,LIC ALTERED,
A623511,CAT,BRN TABBY,,LONGHAIR,538241.0,8M,8 MONTHS,L17-009612,LIC ALTERED,LMAS
A582950,DOG,WHITE,,SPITZ,497907.0,7Y,7 YEARS,L15-009699,LIC 3Y,GASLIGHT
A584189,DOG,RED,,MASTIFF,499148.0,4Y,4 YEARS,L16-006453,LIC UNALTERED,HILLVIEW
A583281,DOG,UNKNOWN,,TOY,498245.0,,NO AGE,,,
A589735,DOG,WHITE,BROWN,MASTIFF,504654.0,7Y,7 YEARS,L15-073249,LIC ALTERED,KHS
A571675,DOG,BLACK,,TOY,486618.0,8Y,8 YEARS,L16-000975,LIC ALTERED,
A557158,DOG,UNKNOWN,,SPITZ,472071.0,,NO AGE,,,
A506832,DOG,BLACK,,SHEPHERD,421539.0,,NO AGE,L16-042271,LIC ALTERED,
A567622,DOG,BLACK,,TERRIER,482561.0,4Y,4 YEARS,L17-043723,LIC SR,
A561931,CAT,CALICO,,LONGHAIR,476856.0,2Y,2 YEARS,,,
A593383,DOG,BLACK,GOLD,SHEPHERD,508306.0,4Y,4 YEARS,L16-059076,LIC ALTERED,JEFFERSON
A599225,DOG,TRICOLOR,,SHEPHERD,514132.0,2Y,2 YEARS,L16-018654,LIC ALTERED,
A570877,DOG,UNKNOWN,,,485820.0,,NO AGE,L17-036952,LIC ALTERED,
A376852,DOG,CHOCOLATE,,SETTER/RETRIEVE,289435.0,9Y,9 YEARS,D13-022781,LIC ALTERED,SHIVELY
A608613,CAT,GRAY,WHITE,LONGHAIR,523448.0,12Y,12 YEARS,L17-002088,LIC ALTERED,
A587347,DOG,DAPLE,,TOY,502304.0,3Y,3 YEARS,U16-007384,RABIES CERT,
A607627,DOG,BLACK,TAN,SHEPHERD,522458.0,4Y,4 YEARS,L17-043142,LIC ALTERED,ELK CREEK
A584043,CAT,SLVR TABBY,,SHORTHAIR,499001.0,,NO AGE,L16-049769,LIC ALTERED,MOBILE
A607773,DOG,CREAM,,POODLE,522604.0,11Y,11 YEARS,985112008361286,MICROCHIP ADO,MAS
A568675,DOG,YELLOW,,SETTER/RETRIEVE,483616.0,9Y,9 YEARS,49554B1331,MICROCHIP,
A577697,DOG,WHITE,BROWN,HOUND,492649.0,2Y,2 YEARS,L17-022664,LIC 3Y,
A607893,DOG,BROWN,WHITE,TOY,522724.0,2Y,2 YEARS,L17-013236,LIC ALTERED,MAS
A566272,CAT,BLACK,,LONGHAIR,481207.0,2Y,2 YEARS,985112006320407,MICROCHIP ADO,
A600232,DOG,BROWN,TAN,MASTIFF,515137.0,5Y,5 YEARS,RAB9365247,RABIES CERT,BANFIELD
A289173,DOG,MAHOGANY,,COLLIE,39488.0,11Y,11 YEARS,D07-057549,LIC UNALTERED,BARBOUR`
A620981,DOG,BLACK,,TOY,535703.0,4Y,4 YEARS,985112003283089,MICROCHIP,
A559149,DOG,RED,,SETTER/RETRIEVE,474068.0,,NO AGE,L15-057239,LIC ALTERED,
A620090,DOG,UNKNOWN,,MASTIFF,534819.0,,NO AGE,,,
A272468,DOG,TRICOLOR,,TOY,193606.0,11Y,11 YEARS,D14-049261,LIC SR,GAILOR
A578045,DOG,RED,,TOY,492997.0,12Y,12 YEARS,,,
A555061,DOG,WHITE,GRAY,MASTIFF,469979.0,6Y,6 YEARS,U15-001081,RABIES CERT,
A568041,DOG,BLACK,,SETTER/RETRIEVE,482981.0,3Y,3 YEARS,L17-044609,LIC ALTERED,
A605993,DOG,BLACK,WHITE,TERRIER,520844.0,2Y,2 YEARS,982000402881548,MICROCHIP,
A584059,DOG,BLACK,WHITE,TERRIER,499017.0,4Y,4 YEARS,L16-036648,LIC ALTERED,
A588855,DOG,WHITE,BROWN,SETTER/RETRIEVE,503774.0,3Y,3 YEARS,L16-038774,LIC ALTERED,
A557574,DOG,BLACK,,MASTIFF,472489.0,3Y,3 YEARS,L15-011764,LIC ALTERED,SNIP
A563769,DOG,BLUE,,MASTIFF,478695.0,4Y,4 YEARS,L17-006238,LIC UNALTERED,CHURCHILL
A618886,DOG,RED,WHITE,SPANIEL,533629.0,2Y,2 YEARS,L17-028142,LIC ALTERED,
A555526,DOG,TRICOLOR,,SETTER/RETRIEVE,470438.0,3Y,3 YEARS,L15-042211,LIC SR,
A469069,DOG,BL BRINDLE,WHITE,MASTIFF,383378.0,6Y,6 YEARS,D14-013244,LIC ALTERED,FEGENBUSH
A572544,DOG,GRAY,,TERRIER,487485.0,6Y,6 YEARS,L15-017833,LIC ALTERED,
A594158,DOG,BR BRINDLE,,SHEPHERD,509082.0,4Y,4 YEARS,,,
A550599,DOG,TAN,,SETTER/RETRIEVE,465494.0,3Y,3 YEARS,,,
A327423,DOG,BLACK,BROWN,MASTIFF,258000.0,13Y,13 YEARS,70880,RAB VAC CERT.,FAIRDALE
A600716,DOG,,,MIX,515624.0,6Y,6 YEARS,L16-025458,LIC ALTERED,
A604507,DOG,WHITE,,TERRIER,519355.0,7Y,7 YEARS,L17-006550,LIC ALTERED,
A615023,DOG,BLACK,WHITE,SETTER/RETRIEVE,529768.0,1Y 2M,1 YEAR 2 MONTHS,L17-047851,LIC MULTIPLE,BLUE CROSS
A633442,CAT,GOLD,,SHORTHAIR,548067.0,6M,6 MONTHS,U18-009748,RABIES CERT,
A562784,CAT,BLACK,,SHORTHAIR,477709.0,,NO AGE,L16-02VOID528,RAB VAC CERT.,
A583268,DOG,BLUE,WHITE,MASTIFF,498232.0,5Y,5 YEARS,L15-009514,LIC UNALTERED,
A527039,DOG,WHITE,,TOY,441842.0,4Y,4 YEARS,L17-043783,LIC SR,
A554833,DOG,RED,,TERRIER,469750.0,6Y,6 YEARS,U15044174,RAB VAC CERT.,SENECA
A596865,DOG,TRICOLOR,,HOUND,511790.0,2Y,2 YEARS,L16-004071,LIC ALTERED,SNIP
A622818,DOG,WHITE,GRAY,SIGHTHOUND,537550.0,2Y,2 YEARS,L17-009606,LIC 3Y,MT WASH
A553165,DOG,RED,,HOUND,468079.0,6Y,6 YEARS,L16-037604,LIC ALTERED,
A553877,DOG,BROWN,,TOY,468792.0,5Y,5 YEARS,L16-048784,LIC SR,FENWICK
A616549,DOG,UNKNOWN,,SPITZ,531302.0,,NO AGE,,,
A605418,DOG,BLACK,WHITE,MASTIFF,520267.0,2Y,2 YEARS,985113000789157,MICROCHIP ADO,
A608910,DOG,BLACK,WHITE,SPANIEL,523745.0,7Y,7 YEARS,RAB9722225,RABIES CERT,BANFIELD
A585192,DOG,BROWN,WHITE,TOY,500145.0,,NO AGE,,,
A588018,CAT,GRAY,,SHORTHAIR,502970.0,4Y,4 YEARS,985112007303375,MICROCHIP ADO,
A199158,DOG,BLACK,BROWN,POODLE,108515.0,15Y,15 YEARS,3Y11-06933,LIC 3Y,DAVIS
A597204,DOG,WHITE,,POODLE,512116.0,14Y,14 YEARS,L16-029858,LIC 3YSR,
A461928,CAT,BLACK,WHITE,LONGHAIR,376148.0,17Y,17 YEARS,C13-0013715,LIC ALTERED,BARBOUR
A552944,DOG,RED,,SPITZ,467858.0,18Y,18 YEARS,,,
A463943,DOG,WHITE,BL BRINDLE,MASTIFF,378186.0,6Y,6 YEARS,L14-002218,LIC UNALTERED,
A570730,DOG,BR BRINDLE,,MASTIFF,485673.0,7Y,7 YEARS,L15-051704,LIC 3Y,SHIVELY
A560696,CAT,TORTIE,,SHORTHAIR,475613.0,2Y,2 YEARS,,,
A595093,DOG,BROWN,UNKNOWN,SETTER/RETRIEVE,509987.0,,NO AGE,,,
A568555,DOG,BROWN,RED,TOY,483496.0,5Y,5 YEARS,985112006051137,MICROCHIP ADO,
A550435,DOG,BROWN,WHITE,HOUND,465330.0,6Y,6 YEARS,L14-057328,LIC ALTERED,AUBURNDALE
A593639,DOG,WHITE,,TOY,508564.0,3Y,3 YEARS,L16-09316,LIC ALTERED,KHS
A566156,DOG,TAN,SILVER,TERRIER,481090.0,4Y,4 YEARS,L15-010062,LIC ALTERED,CHEROKEE
A553413,DOG,TRICOLOR,,TERRIER,468327.0,5Y,5 YEARS,L17-036927,LIC ALTERED,
A626844,DOG,RED,,SPITZ,541554.0,,NO AGE,L17-013948,LIC ALTERED,
