Taxonomic_Serial_Numbers,Scientific_Names,English_Names,French_Names,Family_Scientific_Names,English_Species_Risk_Groups,French_Species_Risk_Groups
163666,Abramis brama,Common Bream,Brème Commune,Cyprinidae,,
163666,Abramis brama,Bream,Brème,Cyprinidae,,
172451,Acanthocybium solandri,Wahoo,Thazard,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172451,Acanthocybium solandri,Wahoo,Thazard,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
171882,Acanthogobius flavimanus,Goby,Gobie,Gobiidae,,
95897,Acetes chinensis,Northern Mauxia Shrimp,Chevrette mauxia nordique,Sergestidae,,
95899,Acetes indicus,Shrimp,Crevette,Sergestidae,,
161066,Acipenser baerii,Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161069,Acipenser brevirostrum,Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161069,Acipenser brevirostrum,Shortnose Sturgeon,Esturgeon à museau court,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161071,Acipenser fulvescens,Sturgeon,Esturgeon Jaune,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161071,Acipenser fulvescens,Lake Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161073,Acipenser gueldenstaedtii,Osetr,,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161073,Acipenser gueldenstaedtii,Russian Sturgeon,,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161073,Acipenser gueldenstaedtii,Danube Sturgeon,Esturgeon Du Danube,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161067,Acipenser medirostris,Sturgeon,Esturgeon Vert,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161067,Acipenser medirostris,Green Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
553269,Acipenser oxyrinchus,,Esturgeon Noir D'amérique,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
553269,Acipenser oxyrinchus,Sturgeon,Esturgeon Noir,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
553269,Acipenser oxyrinchus,Atlantic Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161072,Acipenser sturio,European Sturgeon,,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161072,Acipenser sturio,Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161068,Acipenser transmontanus,Sturgeon,Esturgeon,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161068,Acipenser transmontanus,White Sturgeon,Esturgeon Blanc,Acipenseridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
158337,Actinopyga mauritiana,,Holothurie,Holothuriidae,,
158337,Actinopyga mauritiana,White Spotted Sea Cucumber,Concombre De Mer,Holothuriidae,,
79716,Aequipecten opercularis,Queen Scallop,Vanneau,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
640201,Ailia coila,Schilbid Catfish,Poisson chat schilbid,Schilbeidae,,
639945,Ailia punctata,Schilbid Catfish,Poisson chat schilbid,Schilbeidae,,
639945,Ailia punctata,Jamuna Ailia,,Schilbeidae,,
639945,Ailia punctata,Schilbid Catfish,,Schilbeidae,,
163663,Alburnus alburnus,Bleak,Ablette,Cyprinidae,,
168604,Alectis indicus,Jack,Caranges À Nageoires Silamenteuse,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168604,Alectis indicus,Threadfin Jack,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
640388,Alestes grandisquamis,Pinkfin Alestes,,Alestiidae,,
625296,Allocyttus niger,Black Oreo Dory,Oréo,Oreosomatidae,,
625296,Allocyttus niger,Oreo Dory,,Oreosomatidae,,
159916,Alopias vulpinus,Thresher,,Alopiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
159916,Alopias vulpinus,Thresher Shark,,Alopiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
159916,Alopias vulpinus,Thintail Thresher,Renard,Alopiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161703,Alosa aestivalis,Blueback Herring,,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161703,Alosa aestivalis,Herring,,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161706,Alosa pseudoharengus,,Hareng Fluvial,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161706,Alosa pseudoharengus,River Herring,Hareng De Rivière,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161706,Alosa pseudoharengus,Gasperau,Gaspareau,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161706,Alosa pseudoharengus,Alewife,Faux Hareng,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161702,Alosa sapidissima,American Shad,Alose Savoureuse,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161702,Alosa sapidissima,Shad,,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
173129,Aluterus spp.,Filefish,Bourse,Monacanthidae,,
168097,Ambloplites rupestris,Rock Bass,Crapet De Roche,Centrarchidae,,
639530,Amblypharyngodon mola,Mola Carplet,Mola,Cyprinidae,,
564149,Amblyraja radiata,Thorny Skate,Raie Épineuse,Rajidae,,
564149,Amblyraja radiata,Skate,Raie,Rajidae,,
164041,Ameiurus natalis,Bullhead,Barbotte Jaune,Ictaluridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
164041,Ameiurus natalis,Yellow Bullhead,Pimélode Des Marais,Ictaluridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
164041,Ameiurus natalis,Yellow Catfish,Silure Jaune,Ictaluridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
164043,Ameiurus nebulosus,Bullhead,,Ictaluridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
164043,Ameiurus nebulosus,Brown Bullhead,Barbotte,Ictaluridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161104,Amia calva,Mudfish,,Amiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161104,Amia calva,Dogfish,,Amiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161104,Amia calva,Bow Fin,Poisson-castor,Amiidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
630414,Ammodytes personatus,Sand Lance,,Ammodytidae,,
630414,Ammodytes personatus,Pacific Sandeel,Lançon Du Pacifique,Ammodytidae,,
79730,Amusium pleuronectes,Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79730,Amusium pleuronectes,Moon Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79730,Amusium pleuronectes,Northern Saucer Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79730,Amusium pleuronectes,Saucer Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79730,Amusium spp.,Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79730,Amusium spp.,Saucer Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
172585,Anabas testudineus,Climbing Perch,Perche Grimpeuse,Anabantidae,,
172585,Anabas testudineus,,Poisson Grimpeur,Anabantidae,,
550561,Anarhicha denticulatus,Northern Wolffish,Loup à tête large,Anarhichadidae,,
171341,Anarhichas lupus,Ocean Catfish,,Anarhichadidae,,
171341,Anarhichas lupus,Ocean Wolffish,,Anarhichadidae,,
171341,Anarhichas lupus,Atlantic Catfish,Loup Atlantique,Anarhichadidae,,
171341,Anarhichas lupus,Atlantic Wolffish,,Anarhichadidae,,
171341,Anarhichas lupus,Catfish,,Anarhichadidae,,
171341,Anarhichas lupus,Sea Catfish,,Anarhichadidae,,
171341,Anarhichas lupus,Wolffish,,Anarhichadidae,,
171342,Anarhichas minor,Spotted Cat Fish,Loup Tacheté,Anarhichadidae,,
171342,Anarhichas minor,Spotted Wolffish,,Anarhichadidae,,
171342,Anarhichas minor,Wolffish,,Anarhichadidae,,
171342,Anarhichas minor,Spotted Sea Cat,,Anarhichadidae,,
161838,Anchoa hepsetus,,,Engraulidae,Subject to Histamine,Sujet à la production d'histamine
161839,Anchoa mitchilli,Striped Anchovy,,Engraulidae,Subject to Histamine,Sujet à la production d'histamine
161839,Anchoa mitchilli,Anchovy,Anchois,Engraulidae,Subject to Histamine,Sujet à la production d'histamine
161837,Anchoa spp.,Anchovy,Anchois,Engraulidae,Subject to Histamine,Sujet à la production d'histamine
635476,Anguilla dieffenbachii,Eel,Anguille,Anguillidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161134,Anguilla japonica,Eel,Anguille,Anguillidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161127,Anguilla rostrata,Eel,Anguille,Anguillidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
161127,Anguilla rostrata,American eel,Anguille américaine,Anguillidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
79937,Anodonta grandis grandis,Common Floater Mussel,,Mytilidae,Subject to Marine Toxins,Sujet aux toxines marines
79937,Anodonta grandis grandis,Freshwater Mussel,,Mytilidae,Subject to Marine Toxins,Sujet aux toxines marines
167123,Anoplopoma fimbria,Sablefish,,Anoplomatidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
167123,Anoplopoma fimbria,Black Cod,Morue Charbonnière,Anoplomatidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172389,Aphanopus carbo,Black Scabbardfish,Sabre noir,Trichiuridae,,
172389,Aphanopus carbo,Scabbardfish,Sabre,Trichiuridae,,
168928,Aphareus spp.,Jobfish,Colas,Lutjanidae,,
168928,Aphareus spp.,Jobfish,Colas,Lutjanidae,,
169364,Aplodinotus grunniens,Freshwater Drum,,Sciaenidae,,
169364,Aplodinotus grunniens,Sheepshead,,Sciaenidae,,
169364,Aplodinotus grunniens,Silver Bass,,Sciaenidae,,
169364,Aplodinotus grunniens,Drum,Malachigan,Sciaenidae,,
636962,Apocryptes bato,,Gobie,Gobiidae,,
636962,Apocryptes bato,Gobi,,Gobiidae,,
656053,Apostichopus japonicus,Japanese Sea Cucumber,Bêche-de-mer japonaise,Stichopodidae,,
168925,Aprion spp.,Jobfish,Colas,Lutjanidae,,
168926,Aprion virescens,Jobfish,Colas,Lutjanidae,,
168898,Apsilus spp.,Snapper,Vivaneau,Lutjanidae,,
650008,Arapaima gigas,Arapaima,Arapaima,Osteoglossidae,,
169189,Archosargus probatocephalus,Porgy,Spare Tête-de-mouton,Sparidae,,
169189,Archosargus probatocephalus,Seabream,,Sparidae,,
169189,Archosargus probatocephalus,Sheepshead Porgy,,Sparidae,,
81343,Arctica islandica,Ocean Clam,,Arcticidae,Subject to Marine Toxins,Sujet aux toxines marines
81343,Arctica islandica,Ocean Quahog,,Arcticidae,Subject to Marine Toxins,Sujet aux toxines marines
81343,Arctica islandica,Black Quahog,Quahog Nordique,Arcticidae,Subject to Marine Toxins,Sujet aux toxines marines
170916,Arctoscopus japonicus,Sandfish,Toroumoque,Trichodontidae,,
162069,Argentina elongata,Argentine,Argentine,Argentinidae,,
162064,Argentina silus,Atlantic Argentine,Grande Argentine,Argentinidae,,
162064,Argentina silus,Great Silver Smelt,,Argentinidae,,
162064,Argentina silus,North Atlantic Silver Smelt,,Argentinidae,,
162064,Argentina silus,Silver Smelt,,Argentinidae,,
79734,Argopecten gibbus,,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79734,Argopecten gibbus,Scallop,Pétoncle Calicot,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79734,Argopecten gibbus,Calico Scallop,Peigne Baie De L'atlantique,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79737,Argopecten irradians,,Pétoncle Calicot,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79737,Argopecten irradians,,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79737,Argopecten irradians,Scallop,Pétoncle De Baie,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79737,Argopecten irradians,Bay Scallop,Peigne Baie De L'atlantique,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79732,Argopecten purpuratus,Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79732,Argopecten purpuratus,Peruvian Scallop,Peigne,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
567241,Argopecten ventricosus,Pacific Calico Scallop,Peigne,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
567241,Argopecten ventricosus,,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
647915,Argyrops bleekeri,Taiwan Thai,,Sparidae,,
647915,Argyrops bleekeri,Bream,,Sparidae,,
647918,Argyrops spinifer,Long-spined Red Bream,Spare Royale,Sparidae,,
646511,Argyrosomus hololepidotus,Cob,Maigre Africain,Sciaenidae,,
169369,Argyrosomus japonicus,Croaker,Maigre,Sciaenidae,,
169369,Argyrosomus japonicus,Japanese Croaker,,Sciaenidae,,
169366,Argyrosomus regius,Shadefish,,Sciaenidae,,
169366,Argyrosomus regius,Croaker,Courbine,Sciaenidae,,
96074,Aristaeopsis edwardsiana,Scarlet Shrimp,Gambon écarlat,Aristeidae,,
172862,Atheresthes stomias,Arrowtooth Flounder,Plie À Grande Bouche,Pleuronectidae,,
166024,Atherina boyeri,Silverside,Joël,Atherinidae,,
166024,Atherina boyeri,Big-scale Sand Smelt,Athérine,Atherinidae,,
158190,Athyonidium chilensis,,Holothurie,Cucumariidae,,
158190,Athyonidium chilensis,Sea Cucumber,Concombre De Mer,Cucumariidae,,
79579,Atrina pectinata,Pen Shell,Jambonneau pectine,Pinnidae,Subject to Marine Toxins,Sujet aux toxines marines
646539,Atrobucca nibe,Croaker,,Sciaenidae,,
646539,Atrobucca nibe,Black Croaker,Courbine Noire,Sciaenidae,,
613018,Auxis rochei,Frigate Mackerel,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
613018,Auxis rochei,Bullet Mackerel,Auxide,Scombridae,Subject to Histamine,Sujet à la production d'histamine
613018,Auxis rochei,Bullet Mackerel,Auxide,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
613018,Auxis rochei,Bullet Tuna,Bonitou,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
613018,Auxis rochei,Bullet Tuna,Bonitou,Scombridae,Subject to Histamine,Sujet à la production d'histamine
613018,Auxis rochei,Frigate Mackerel,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
164160,Bagre bagre,Sea Catfish,Poisson Chat,Ariidae,,
164160,Bagre bagre,Catfish,Machoiron,Ariidae,,
164160,Bagre bagre,,Silure,Ariidae,,
164049,Bagroides macropterus,Black Lancer Catfish,,Bagridae,,
164049,Bagroides macropterus,Black Lancer,,Bagridae,,
173138,Balistes capriscus,Triggerfish,Baliste,Balistidae,,
688444,Barbonymus gonionotus,Tawes,,Cyprinidae,,
688444,Barbonymus gonionotus,Java Barb,Barbeau De Java,Cyprinidae,,
688445,Barbonymus schwanenfeldii,Tinfoil Barb,,Cyprinidae,,
82635,Bathypolypus spp.,Octopus,Poulpe,Octopodidae,,
82635,Bathypolypus spp.,,Pieuvre,Octopodidae,,
165594,Belone belone,Garfish,Orphie,Belonidae,,
166155,Beryx decadactylus,Red Bream,Béryx Rouge,Berycidae,,
166155,Beryx decadactylus,Alfonsino,Béryx Commun,Berycidae,,
169218,Boops boops,Bream,Bogue,Sparidae,,
164706,Boreogadus saida,Arctic Cod,Morue Polaire,Gadidae,,
164706,Boreogadus saida,Polar Cod,,Gadidae,,
640121,Botia dario,Bengal Loach,Botia,Cobitidae,,
640121,Botia dario,Loach,Loche,Cobitidae,,
166921,Brachirus spp.,Lionfish,,Soleidae,,
639380,Brachyplatystoma vaillantii,Laulao Catfish,Bagre vaillant,Pimelodidae,,
643458,Brachypterois spp.,Lionfish,,Scorpaenidae,,
170290,Brama brama,Pomfret,,Bramidae,,
170290,Brama brama,Atlantic Pomfret,Grande Castagnole,Bramidae,,
645366,Branchiostegus,Tilefish,Tile,Malacanthidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
164740,Brosme brosme,Cusk,,Gadidae,,
164740,Brosme brosme,Moonfish,,Gadidae,,
164740,Brosme brosme,Torsk,,Gadidae,,
164740,Brosme brosme,Tusk,,Gadidae,,
164740,Brosme brosme,Brismark,Brosme,Gadidae,,
164817,Brotula,Brotula,,Ophidiidae,,
164821,Brotula clarkae,Pacific Bearded Brotula,Brotule rosée,Sciaenidae,,
73795,Buccinum undatum,Whelk,Buccin,Buccinidae,Subject to Marine Toxins,Sujet aux toxines marines
74070,Busycon,,Conque,Melongenidae,Subject to Marine Toxins,Sujet aux toxines marines
74070,Busycon,Whelk,Busycon,Melongenidae,Subject to Marine Toxins,Sujet aux toxines marines
169201,Calamus nodosus,Porgy,Daubenet Bouton,Sparidae,,
169195,Calamus spp.,Porgy,Daubenet,Sparidae,,
98696,Callinectes sapidus,Blue Crab,Crabe,Portunidae,,
98696,Callinectes sapidus,Crab,Crabe Bleu,Portunidae,,
564642,Callorhinchus callorhynchus,Elephantfish,Poisson-éléphant,Callorhinchidae,,
97337,Cambarus,Crawfish,Écrevisse,Cambaridae,,
98678,Cancer borealis,Jonah Crab,Crabe Nordique,Cancridae,,
98678,Cancer borealis,Crab,Crabe,Cancridae,,
98678,Cancer borealis,,Tourteau Jona,Cancridae,,
98679,Cancer irroratus,Rock Crab,Crabe Commun,Cancridae,,
98679,Cancer irroratus,Crab,Crabe,Cancridae,,
98679,Cancer irroratus,,Touteau poincles,Cancridae,,
98675,Cancer magister,,Dormeur Du Pacifique,Cancridae,,
98675,Cancer magister,Crab,Cangrejo,Cancridae,,
98675,Cancer magister,Dungeness Crab,Crabe,Cancridae,,
98675,Cancer magister,Pacific Crab,Crabe Dormeur,Cancridae,,
98681,Cancer pagurus,Crab,Crabe,Cancridae,,
98681,Cancer pagurus,Rock Crab,Crabe tourteau,Cancridae,,
98672,Cancer productus,Rock Crab,Crabe Commun,Cancridae,,
98672,Cancer productus,Crab,Crabe,Cancridae,,
98672,Cancer productus,,Tourteau Poinclos,Cancridae,,
168605,Caranx,Jack,Carangue,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168612,Caranx crysos,Blue Runner,Carangue Coubali,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168612,Caranx crysos,Jack,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168609,Caranx hippos,Trevally,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168609,Caranx hippos,Crevalle Jack,Carangue Crevalle,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168618,Caranx ignobilis,Spotted Jack,Carangue Têtue,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168618,Caranx ignobilis,Trevally,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168618,Caranx ignobilis,Giant Trevally,Carangue Aile Bleue,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168620,Caranx sexfasciatus,Trevally,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168620,Caranx sexfasciatus,Bigeye Trevally,Carangue Vorace,Carangidae,Subject to Histamine,Sujet à la production d'histamine
163352,Carassius carassius,Crucian Carp,Carpe,Cyprinidae,,
159888,Carcharias taurus,Sand Shark,requin-taureau,Odontaspididae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
159888,Carcharias taurus,Sand Tiger,,Odontaspididae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
159888,Carcharias taurus,Tiger,,Odontaspididae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
163917,Carpiodes cyprinus,Quillback,,Catostomidae,,
163917,Carpiodes cyprinus,Carpsucker,Brème D'amérique,Catostomidae,,
163894,Catostomus catostomus,Longnose Sucker,Meunier Rouge,Catostomidae,,
163894,Catostomus catostomus,Northern Sucker,,Catostomidae,,
163894,Catostomus catostomus,Mullet,,Catostomidae,,
553273,Catostomus commersonii,White Sucker,,Catostomidae,,
553273,Catostomus commersonii,Mullet,,Catostomidae,,
553273,Catostomus commersonii,Common Sucker,Meunier Noir,Catostomidae,,
163896,Catostomus macrocheilus,Largescale Sucker,Meunier À Grandes Écailles,Catostomidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
163896,Catostomus macrocheilus,Sucker,,Catostomidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168540,Caulolatilus princeps,Ocean Whitefish,Tile,Malacanthidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168540,Caulolatilus princeps,Tilefish,Tile Fin,Malacanthidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168539,Caulolatilus spp.,Tilefish,Tile,Malacanthidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172508,Centrolophidae spp.,,Rouffe,Centrolophidae,,
645617,Centropomus viridis,White Snook,Crossie argenté,Centropomidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
167687,Centropristis striata,Black Sea Bass,Fanfre Noir,Serranidae,,
167687,Centropristis striata,,Bar noir,Serranidae,,
160703,Centroscyllium fabricii,Dogfish,Requin,Etmopteridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160703,Centroscyllium fabricii,Black Dogfish,Aiguillat Noir,Etmopteridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160703,Centroscyllium fabricii,Shark,,Etmopteridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
167752,Cephalopholis argus,Grouper,Mérou,Serranidae,,
551033,Cephalopholis taeniops,Grouper,Mérou,Serranidae,,
167755,Cephalopholis urodeta,Grouper,Mérou,Serranidae,,
80901,Ceratosderma edule,Cockle,Coque européenne,Cardiidae,Subject to Marine Toxins,Sujet aux toxines marines
97964,Cervimunida johni,Crawfish,Langouste,Galatheidae,,
97964,Cervimunida johni,Spiny Lobster,,Galatheidae,,
97964,Cervimunida johni,Langostino,,Galatheidae,,
97964,Cervimunida johni,Rock Lobster,,Galatheidae,,
97964,Cervimunida johni,Crayfish,,Galatheidae,,
97964,Cervimunida johni,Squat Lobster,,Galatheidae,,
161862,Cetengraulis mysticetus,Anchovy,Anchois,Engraulidae,Subject to Histamine,Sujet à la production d'histamine
620991,Chaceon fenneri,Golden Deepsea Crab,Crabe d'or,Geryonidae,,
620992,Chaceon quinquedens,Red Crab,,Geryonidae,,
620992,Chaceon quinquedens,Deepsea Red Crab,Gériocrabe Rouge,Geryonidae,,
642743,Champsocephalus gunnari,Mackerel Icefish,,Channichthyidae,,
642743,Champsocephalus gunnari,Icefish,Poisson Des Glaces,Channichthyidae,,
167662,Chanda spp.,Glassfish,Poisson de verre,Chandidae,,
167662,Chanda spp.,Asian Glassfish,,Chandidae,,
166680,Channa argus,Snakehead,Channa,Channidae,,
166663,Channa marulius,Great Snakehead,,Channidae,,
166663,Channa marulius,Giant Snakehead,Channa,Channidae,,
166663,Channa marulius,Snakehead,,Channidae,,
643058,Channa punctata,Spotted Snakehead,,Channidae,,
643058,Channa punctata,Snakehead,Channa,Channidae,,
166667,Channa striata,Snakehead,Channa,Channidae,,
162838,Chanos chanos,Milkfish,Chanos,Chanidae,,
170619,Cheilinus undulatus,Humphead Wrasse,Napoléon,Labridae,,
169358,Cheilotrema saturnum,Black Croaker,Courbine Noire,Sciaenidae,,
169358,Cheilotrema saturnum,Croaker,,Sciaenidae,,
692071,Chelidonichthys cuculus,Red Gurnard,Grondin Rouge,Triglidae,,
692071,Chelidonichthys cuculus,Gurnard,Grondin,Triglidae,,
643893,Chelidonichthys spinosus,Gurnard,Grondin,Triglidae,,
161022,Chimaera monstrosa,Rabbitfish,Gato,Chimaeridae,,
161022,Chimaera monstrosa,Chimaera,Chimère,Chimaeridae,,
161022,Chimaera monstrosa,,Quimera,Chimaeridae,,
98430,Chionoecetes angulatus,Snow Crab,Crabe Des Neiges,Oregoniidae,,
98430,Chionoecetes angulatus,Crab,Crabe,Oregoniidae,,
98429,Chionoecetes bairdi,Tanner Crab,Crabe Des Neiges,Oregoniidae,,
98429,Chionoecetes bairdi,Crab,Crabe,Oregoniidae,,
98427,Chionoecetes japonicus,Snow Crab,Crabe Des Neiges,Oregoniidae,,
98427,Chionoecetes japonicus,Crab,Crabe,Oregoniidae,,
98428,Chionoecetes opilio,Crab,Crabe Des Neiges,Oregoniidae,,
98428,Chionoecetes opilio,Opilio,Crabe Des Neiges De L'atlantique,Oregoniidae,,
98428,Chionoecetes opilio,Queen Crab,,Oregoniidae,,
98428,Chionoecetes opilio,Snow Crab,,Oregoniidae,,
98428,Chionoecetes opilio,Atlantic Snow Crab,Crabe,Oregoniidae,,
98431,Chionoecetes tanneri,Crab,Crabe,Oregoniidae,,
98431,Chionoecetes tanneri,Tanner Crab,Crabe Des Neiges,Oregoniidae,,
649803,Chitala chitala,Knifefish,,Notopteridae,,
649803,Chitala chitala,Featherback,Poisson-couteau,Notopteridae,,
79649,Chlamys albida,White Scallop,Pétoncle blanc,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79649,Chlamys albida,Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79642,Chlamys circularis,Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79612,Chlamys farreri,Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79612,Chlamys farreri,Chinese Scallop,Peigne,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79613,Chlamys hastata,Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79613,Chlamys hastata,Spiny Scallop,,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79619,Chlamys islandica,Scallop,Peigne Islandais,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79619,Chlamys islandica,,Pétoncle De L'atlantique,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79619,Chlamys islandica,,Pétoncle D'islande,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79619,Chlamys islandica,Icelandic Scallop,Coquille Saint-jacques,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79619,Chlamys islandica,North Atlantic Scallop,Noix De Saint-jacques,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79619,Chlamys islandica,,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79617,Chlamys rubida,Scallop,Pétoncle Rose,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
79617,Chlamys rubida,Pink Scallop,Pétoncle,Pectinidae,Subject to Marine Toxins,Sujet aux toxines marines
646584,Chrysochir aureaus,Croaker,Tambour,Sciaenidae,,
646584,Chrysochir aureaus,Reeve's Croaker,Courbine dorée,Sciaenidae,,
169857,Cichla ocellaris,Peacock Cichlid,Toukounaré,Cichlidae,,
688892,Cirrhinus cirrhosus,Mrigal,Carpe,Cyprinidae,,
688897,Cirrhinus molitorella,Mud Carp,Carpe,Cyprinidae,,
163679,Cirrhinus mrigala,Mrigal,Carpe,Cyprinidae,,
556388,Cistopus indicus,Octopus,Poulpe,Octopodidae,,
164120,Clarias batrachus,Walking Catfish,,Clariidae,,
164120,Clarias batrachus,Clarias Catfish,Silure,Clariidae,,
172864,Clidoderma asperrimum,Sole,,Pleuronectidae,,
