animal_id,animal_type,secondary_color,breed_group,primary_breed,tag_no,tag_type,tag_subtype,vaccine,serial_no,vet_id,location (1)
A625140,CAT,,SHORTHAIR,DOMESTIC SH,L17-034707,LIC ALTERED,VET,,SIM,G000289,LICENSE
A587623,CAT,CALICO,SHORTHAIR,DOMESTIC SH,985112007086566,MICROCHIP ADO,ADOPT,,,,SHELTER
A590434,DOG,WHITE,TOY,SHIH TZU,L16-041972,LIC ALTERED,HLP WEB,,4837606,G000377,LOCKBOX
A604130,DOG,WHITE,SETTER/RETRIEVE,GREAT PYRENEES,985112002701818,MICROCHIP,HOME AGAIN,BANFIELD,,G000056,SHELTER
A549462,DOG,,TOY,PUG,L14-005400,LIC SR,HLP SCAN,,3154203,G000069,LOCKBOX
A600636,DOG,TAN,TOY,CHIHUAHUA LH,,,,,,,
A563503,DOG,,MASTIFF,BOXER,L15-056947,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A609025,DOG,BL BRINDLE,SHEPHERD,GERM SHEPHERD,0A11031031,MICROCHIP,HLP WEB,,5351929,,LOCKBOX
A560213,DOG,,MASTIFF,PIT BULL,L15-002331,LIC ALTERED,MAIL,JEFFERSON,LB,G000073,SHELTER
A625400,DOG,,TERRIER,JACK RUSS TER,L17-037196,LIC 3YSR,VET,,SIM,G000073,SHELTER
A623808,CAT,,SHORTHAIR,DOMESTIC SH,L17-033164,LIC ALTERED,HLP SCAN,,6211276,G000082,LOCKBOX
A611375,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L17-016131,LIC ALTERED,HLP WEB,,5479063,G000347,LOCKBOX
A593600,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A601532,DOG,,TOY,POMERANIAN,L16-033957,LIC ALTERED,COUNTER,,ARL,G124495,SHELTER
A627158,DOG,,POINTER,WEIMARANER,L17-010596,LIC ALTERED,HLP SCAN,,6373328,G000069,LOCKBOX
A584645,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985112004897088,MICROCHIP,HLP SCAN,,4318904,,LOCKBOX
A556828,DOG,,SPANIEL,BOYKIN SPAN,985112003731992,MICROCHIP,HOME AGAIN,,,G000376,SHELTER
A554294,DOG,,POODLE,POODLE MIN,L14-057846,LIC ALTERED,HLP SCAN,,3305792,G000060,SHELTER
A549290,DOG,,,,U15-000005,RABIES CERT,HLP SCAN,,3153739,G000066,LOCKBOX
A557130,CAT,,SHORTHAIR,DOMESTIC SH,43343,RAB VAC CERT.,VET,SENECA,RR,G000360,SHELTER
A598912,DOG,,COLLIE,AUST CATTLE DOG,L16-042043,LIC 3Y,HLP WEB,,4854130,G000358,LOCKBOX
A632788,DOG,,TOY,CHIHUAHUA SH,,,,,,,
A624938,DOG,BLACK,MASTIFF,PIT BULL,L17-049868,LIC UNALTERED,COUNTER,,ARL,G000402,LICENSE
A588152,DOG,,TOY,CHIHUAHUA SH,L16-056341,LIC ALTERED,HLP SCAN,,4457343,G000067,LOCKBOX
A568966,DOG,,MASTIFF,GREAT DANE,985112006675141,MICROCHIP,HLP IMPORT,,4320571,,LOCKBOX
A581979,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A550117,DOG,BROWN,TERRIER,MIN PINSCHER,L15-032760,LIC ALTERED,HLP IMPORT,,4132702,G000057,SHELTER
A549768,DOG,WHITE,COLLIE,AUST SHEPHERD,982000357658211,MICROCHIP,VET,,ARL,G000088,SHELTER
A565124,DOG,BROWN,TERRIER,BRUSS GRIFFON,L15-014225,LIC 3YSR,COUNTER,JOHNSONS,DJR,G000344,SHELTER
A609703,DOG,WHITE,TERRIER,FOX TERR SMOOTH,982000409847635,MICROCHIP,PET WATCH,,,,SHELTER
A598120,DOG,WHITE,MASTIFF,BOXER,L16-030397,LIC ALTERED,COUNTER,,ARL,G124495,SHELTER
A554618,DOG,WHITE,TOY,CHIHUAHUA SH,L15-015439,LIC ALTERED,COUNTER,HULTGREN,DJR,G000402,SHELTER
A596742,DOG,BROWN,HOUND,BEAGLE,982000362318552,MICROCHIP,HLP WEB,,4775294,,LOCKBOX
A176232,DOG,,TERRIER,WEST HIGHLAND,D09-004841,LIC SR,,GASLIGHT,DC,,SHELTER
A618784,CAT,,SHORTHAIR,DOMESTIC SH,L17-036763,LIC ALTERED,HLP SCAN,,5912360,G000060,LOCKBOX
A592934,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A555147,DOG,WHITE,MASTIFF,BOXER,U15-001214,RABIES CERT,HLP IMPORT,,3341022,G000056,LOCKBOX
A616137,CAT,ORANGE,SHORTHAIR,DOMESTIC SH,L17-041014,LIC ALTERED,VET,,ARL,G000088,SHELTER
A613835,CAT,BROWN,LONGHAIR,MAINE COON,L16-010075,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A595618,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-023472,LIC ALTERED,COUNTER,DR JOHN,,G000104,SHELTER
A592382,CAT,,LONGHAIR,DOMESTIC MH,,,,,,,
A257346,DOG,WHITE,TOY,SHIH TZU,D08-048044,LIC ALTERED,,BANFIELD,RC,G000064,SHELTER
A584106,DOG,,HOUND,BLACK/TAN HOUND,L15-039762,LIC ALTERED,VET,KHS,,G000088,SHELTER
A585486,CAT,,,,L16-028509,LIC ALTERED,HLP SCAN,,4356419,G000061,LOCKBOX
A585937,CAT,WHITE,SHORTHAIR,DOMESTIC SH,985112006945999,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A596542,DOG,TRICOLOR,SHEPHERD,WELSH CORGI CAR,RAB9124087,RABIES CERT,VET,BANFIELD,KS,G000492,SHELTER
A513703,DOG,,TOY,POMERANIAN,D14-022200,LIC ALTERED,VET,FAIRLEIGH,HMA,G000068,SHELTER
A598050,DOG,,HOUND,BEAGLE,RAB9126716,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A554606,DOG,,TOY,SHIH TZU,L14-007578,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A606865,DOG,WHITE,MASTIFF,PIT BULL,985 112 008 457,MICROCHIP,HOME AGAIN,,,,SHELTER
A550417,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L15-056357,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A571071,CAT,,,UNKNOWN,L15-057891,LIC ALTERED,HLP IMPORT,,3837683,G000372,LOCKBOX
A573895,CAT,,LONGHAIR,DOMESTIC MH,,,,,,,
A627542,CAT,,SHORTHAIR,SIAMESE,L17-014321,LIC ALTERED,VET,,AMC,G000088,LICENSE
A573020,DOG,WHITE,MASTIFF,BOXER,L15-006855,LIC ALTERED,HLP WEB,,3881599,G000402,LOCKBOX
A586886,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A578920,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A596647,CAT,WHITE,LONGHAIR,DOMESTIC MH,L16-015203,LIC ALTERED,VET,BARBOUR,LB,G000059,SHELTER
A627217,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A588392,DOG,,HOUND,PLOTT HOUND,,,,,,,
A616337,DOG,WHITE,TOY,CHIHUAHUA SH,,,,,,,
A557668,DOG,BROWN,MASTIFF,ENG BULLDOG,L16-043901,LIC ALTERED,HLP WEB,,5110197,G000053,LOCKBOX
A578489,DOG,BROWN,POINTER,POINTER,,,,,,,
A604948,DOG,,HOUND,BASSET HOUND,,,,,,,
A539681,DOG,,TOY,PEKINGESE,985112002740225,MICROCHIP,HOME AGAIN,,2954209,,SHELTER
A595122,CAT,,SHORTHAIR,DOMESTIC SH,L17-046935,LIC ALTERED,ADOPT,LMAS,,G000404,SHELTER
A572513,DOG,,MASTIFF,PIT BULL,L15-035789,LIC ALTERED,HLP SCAN,,3869937,G000069,LOCKBOX
A615800,DOG,WHITE,MASTIFF,PIT BULL,L16-023323,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A003044,DOG,,SPITZ,CHOW CHOW,D06-055595,LIC ALTERED,,CHEROKEE,,,SHELTER
A550676,DOG,,MASTIFF,AM PIT BULL TER,,,,,,,
A615082,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L17-012377,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A588145,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-055307,LIC ALTERED,HLP SCAN,,4457325,G000250,LOCKBOX
A622170,DOG,,TOY,SHIH TZU,L17-051440,LIC ALTERED,COUNTER,,AMC,G000372,LICENSE
A628167,DOG,BLACK,TOY,CHIHUAHUA SH,985113001276035,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A597532,DOG,WHITE,MASTIFF,PIT BULL,L16-004093,LIC ALTERED,VET,SNIP,LB,G000372,SHELTER
A587903,CAT,,SHORTHAIR,DOMESTIC SH,L16-034980,LIC ALTERED,MAIL,BANFIELD,ARL,G000056,SHELTER
A621589,CAT,,LONGHAIR,DOMESTIC MH,R17-1349,RAB VAC CERT.,ADOPT,LMAS,,G124495,SHELTER
A564264,DOG,,TERRIER,SC WHEAT TERR,,,,,,,
A584323,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L16-000140,LIC ALTERED,MAIL,,AMC,G000260,SHELTER
A594824,DOG,,COLLIE,AUST SHEPHERD,U16-46026,RABIES CERT,VET,SENECA,ARL,G000360,SHELTER
A569167,DOG,,MASTIFF,PIT BULL,L15-050168,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A530033,DOG,,HOUND,RHOD RIDGEBACK,981020011126931,MICROCHIP,RESQ,,,G000348,SHELTER
A558631,DOG,,MASTIFF,PIT BULL,L15-013706,LIC 3Y,COUNTER,SHIVELY,ARL,G000338,SHELTER
A565018,DOG,,SETTER/RETRIEVE,GREAT PYRENEES,,,,,,,
A577338,DOG,,TOY,CHIHUAHUA SH,L15-053486,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A624753,DOG,TAN,SHEPHERD,GERM SHEPHERD,L17-028525,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A356088,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L17-006355,LIC ALTERED,MAIL,,ARL,G000342,SHELTER
A599977,DOG,GRAY,MASTIFF,PIT BULL,,,,,,,
A579473,DOG,,SHEPHERD,GERM SHEPHERD,L15-042791,LIC ALTERED,HLP SCAN,,4062380,G000071,LOCKBOX
A565429,DOG,,TOY,PUG,,,,,,,
A587731,DOG,,TOY,CHIHUAHUA SH,985112007086736,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A577255,DOG,BLACK,SHEPHERD,GERM SHEPHERD,L16-000438,LIC ALTERED,COUNTER,,AMC,G000372,SHELTER
A543668,DOG,,TOY,SHIH TZU,U16-008732,RABIES CERT,HLP SCAN,,5183292,G000064,LOCKBOX
A560588,DOG,,SETTER/RETRIEVE,GOLDEN RETR,104444,RAB VAC CERT.,VET,GOOSECREEK,RR,G000289,SHELTER
A578709,DOG,BROWN,HOUND,RHOD RIDGEBACK,985113000139304,MICROCHIP,HLP WEB,,4043993,,LOCKBOX
A569556,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A580110,DOG,,HOUND,BASSET HOUND,L15-026286,LIC ALTERED,HLP SCAN,,4096709,G000061,LOCKBOX
A589302,DOG,WHITE,TOY,SHIH TZU,U16-007666,RABIES CERT,HLP IMPORT,DEF3,4497226,G000058,LOCKBOX
A576013,CAT,,LONGHAIR,MAINE COON,,,,,,,
A404260,DOG,,SPITZ,CHOW CHOW,L14-001380,LIC ALTERED,COUNTER,,JQR,G000338,SHELTER
A553180,DOG,,COLLIE,AUST SHEPHERD,L16-029209,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A535647,DOG,,TOY,CHIHUAHUA SH,,,,,,,
A261685,DOG,,POODLE,BICHON FRISE,D14-050472,LIC SR,VET,GAILOR,LB,G000069,SHELTER
A602874,DOG,WHITE,TOY,CHIHUAHUA LH,L17-037306,LIC ALTERED,VET,,SIM,G000073,LICENSE
A374903,DOG,WHITE,TOY,SHIH TZU,L15-042096,LIC ALTERED,HLP SCAN,,3240458,G000067,LOCKBOX
A564806,DOG,,HOUND,BEAGLE,L16-038781,LIC SR,HLP WEB,,4482347,G000340,LOCKBOX
A570669,DOG,,TOY,PUG,L17-000614,LIC UNALTERED,HLP SCAN,,6368762,G000250,LOCKBOX
A617944,DOG,BROWN,HOUND,BEAGLE,985113001061727,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A607900,DOG,WHITE,TOY,SHIH TZU,RAB9926208,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A605499,DOG,BLACK,TOY,PUG,985112007908444,MICROCHIPSPOT,HOME AGAIN,,ARL,G000251,SHELTER
A621456,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A247197,DOG,GRAY,TERRIER,SCHNAUZER MIN,D14-048110,LIC ALTERED,MAIL,SHIVELY,JF,,SHELTER
A560674,DOG,,TOY,YORKSHIRE TERR,L15-014277,LIC 3YSR,COUNTER,SHIVELY,LB,G000338,SHELTER
A269670,DOG,WHITE,TERRIER,PARSON RUSS TER,L17-053842,LIC ALTERED,COUNTER,,ARL,G000372,LICENSE
A606762,DOG,GOLD,SETTER/RETRIEVE,GOLDEN RETR,981020015891083,MICROCHIP,HLP WEB,,5202701,,LOCKBOX
A618947,DOG,,HOUND,BEAGLE,L17-042333,LIC ALTERED,HLP SCAN,,5912919,G000069,LOCKBOX
A457127,DOG,BLACK,TOY,YORKSHIRE TERR,L16-029163,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A409311,DOG,WHITE,MASTIFF,PIT BULL,L16-003020,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A557977,DOG,,HOUND,BEAGLE,L15-032204,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A573397,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,R15-1085,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A582997,DOG,,TOY,BOSTON TERRIER,L17-052681,LIC 3Y,HLP SCAN,,6651898,G000067,LOCKBOX
A590739,DOG,WHITE,TERRIER,JACK RUSS TER,,,,,,,
A558195,DOG,WHITE,HOUND,BEAGLE,L16-014432,LIC ALTERED,MAIL,,AMC,G000053,SHELTER
A617513,DOG,BROWN,TOY,CHIHUAHUA SH,,,,,,,
A610011,DOG,WHITE,TOY,SHIH TZU,R17-5812,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A629544,DOG,,MASTIFF,BOXER,L17-049051,LIC ALTERED,HLP SCAN,,6491350,G000069,LOCKBOX
A624127,DOG,,TOY,CHIHUAHUA SH,,,,,,,
A624502,DOG,TAN,TERRIER,MIN PINSCHER,985113001161627,MICROCHIP ADO,ADOPT,,,,SHELTER
A628766,DOG,WHITE,POINTER,POINTER,L17-041194,LIC ALTERED,VET,,SIM,G000088,LICENSE
A575031,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-028970,LIC ALTERED,COUNTER,METRO,ARL,G124495,SHELTER
A380297,DOG,,COLLIE,AUST SHEPHERD,D10-007814,LIC ALTERED,,EAST LOU,RRC,G000067,SHELTER
A621030,DOG,,MASTIFF,PIT BULL,,,,,,,
A555357,CAT,,SHORTHAIR,DOMESTIC SH,L15-033006,LIC SR,HLP SCAN,,3312121,G000060,LOCKBOX
A453487,DOG,WHITE,TERRIER,BULL TERRIER,L16-057935,LIC ALTERED,HLP SCAN,,4450602,G000069,LOCKBOX
A564675,DOG,BROWN,MASTIFF,ROTTWEILER,,,,,,,
A561231,CAT,,LONGHAIR,DOMESTIC LH,L17-028242,REJECT,HLP SCAN,,6358965,G000067,LOCKBOX
A272194,DOG,BL BRINDLE,TOY,HAVANESE,466100433A,MICROCHIP,HOME AGAIN,JOHNSON,,,SHELTER
A596748,DOG,,MASTIFF,BOXER,L16-09243,LIC ALTERED,VET,,ARL,G000088,SHELTER
A587083,CAT,WHITE,LONGHAIR,DOMESTIC MH,L16-001203,LIC ALTERED,MAIL,BANNONWOOD,ARL,G000379,SHELTER
A488120,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-053486,LIC ALTERED,HLP SCAN,,2973298,G000074,SHELTER
A607227,CAT,,SHORTHAIR,DOMESTIC SH,RAB9714877,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A576235,DOG,TAN,SHEPHERD,GERM SHEPHERD,985113000306032,MICROCHIP,HLP WEB,,5023546,,LOCKBOX
A628593,DOG,WHITE,COLLIE,BORDER COLLIE,,,,,,,
A606967,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985112006901817,MICROCHIP,HOME AGAIN,,,,SHELTER
A589116,DOG,,POODLE,IRISH WATR SPAN,985113000784546,MICROCHIP RTO,HOME AGAIN,,ARL,G000104,SHELTER
A588934,DOG,WHITE,MASTIFF,PIT BULL,R16-2074,RAB VAC CERT.,ADOPT,LMAS,,G124495,SHELTER
A623664,DOG,BLACK,SHEPHERD,GERM SHEPHERD,,,,,,,
A588112,DOG,,COLLIE,SHETLD SHEEPDOG,L16-047542,LIC ALTERED,HLP SCAN,,4457217,G000083,LOCKBOX
A573700,DOG,TAN,SHEPHERD,GERM SHEPHERD,9851120066496370,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A620210,DOG,WHITE,TOY,CHIHUAHUA SH,L17-046780,LIC ALTERED,COUNTER,,ARL,G000098,LICENSE
A567629,DOG,,SHEPHERD,GERM SHEPHERD,L16-025324,LIC ALTERED,HLP SCAN,,4782373,G000075,LOCKBOX
A574724,DOG,,MASTIFF,PIT BULL,U15-004997,RABIES CERT,HLP IMPORT,,3925359,G000056,LOCKBOX
A628915,DOG,BROWN,HOUND,AMER FOXHOUND,985113001275373,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A581570,DOG,WHITE,TOY,SHIH TZU,L16-035604,LIC SR,HLP WEB,,4162062,G000398,LOCKBOX
A598621,DOG,,POODLE,POODLE MIN,L16-018886,LIC ALTERED,HLP SCAN,,4841926,G000069,LOCKBOX
A585365,DOG,,TOY,YORKSHIRE TERR,U16-007036,RABIES CERT,HLP SCAN,,4356148,G000064,LOCKBOX
A625348,CAT,WHITE,SHORTHAIR,DOMESTIC SH,985113001193372,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A574358,DOG,,MASTIFF,AM PIT BULL TER,,,,,,,
A602586,DOG,,SHEPHERD,WELSH CORGI PEM,L17-022173,LIC 3Y,HLP WEB,,6444524,G000349,LOCKBOX
A627359,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-001656,LIC ALTERED,HLP SCAN,,6386154,G000061,LOCKBOX
A584347,DOG,WHITE,HOUND,BEAGLE,L16-023681,LIC SR,MAIL,,ARL,G000088,SHELTER
A560386,DOG,,HOUND,BEAGLE,L15-003081,LIC 3Y,HLP WEB,,3529056,G000344,LOCKBOX
A552298,CAT,TAN,SHORTHAIR,DOMESTIC SH,L14-007813,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A574397,DOG,,,RET MIX,L15-021454,LIC ALTERED,HLP SCAN,,3913559,G000068,LOCKBOX
A619328,CAT,,SHORTHAIR,SIAMESE,,,,,,,
A607487,DOG,,SETTER/RETRIEVE,GOLDEN RETR,985113000332502,MICROCHIP,HLP WEB,,6597508,,LOCKBOX
A463090,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L15-051947,LIC ALTERED,COUNTER,METRO,,G000251,LICENSE
A603492,DOG,WHITE,TOY,BOSTON TERRIER,L16-043507,LIC ALTERED,HLP WEB,,5054003,G000076,LOCKBOX
A567270,DOG,,MASTIFF,BOXER,L16-018591,LIC ALTERED,HLP SCAN,,4855020,G000069,LOCKBOX
A577040,DOG,TAN,SHEPHERD,GERM SHEPHERD,L15-039653,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A522661,DOG,,TERRIER,SCHNAUZER STAND,L16-008904,LIC ALTERED,COUNTER,DR JOHN,,G000104,SHELTER
A599340,DOG,BROWN,SPANIEL,ENG SPRNGR SPAN,R16-1262,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A555336,DOG,,,,U15-001517,RABIES CERT,HLP SCAN,,3384770,G000066,LOCKBOX
A576760,CAT,,SHORTHAIR,DOMESTIC SH,982000357641301,MICROCHIP,HLP IMPORT,,3970854,,LOCKBOX
A591613,DOG,GOLD,TOY,YORKSHIRE TERR,L16-039684,LIC 3Y,HLP WEB,,4576470,G000078,LOCKBOX
A579275,CAT,,SHORTHAIR,DOMESTIC SH,985112006320435,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A565474,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A623303,DOG,,SPANIEL,CAVALIER SPAN,L17-034743,LIC ALTERED,VET,,ARL,G000289,LICENSE
A627696,CAT,WHITE,LONGHAIR,DOMESTIC MH,L17-021878,LIC ALTERED,HLP WEB,,6398521,G000342,LOCKBOX
A567895,DOG,,,UNKNOWN,L15-057554,LIC ALTERED,HLP IMPORT,,3739332,G000372,LOCKBOX
A627352,DOG,WHITE,MASTIFF,PIT BULL,L17-009125,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A593428,DOG,,MASTIFF,PIT BULL,L16-046863,LIC ALTERED,VET,STMATTHEWS,ARL,G000222,SHELTER
A580551,DOG,,POODLE,POODLE MIN,L15-026963,LIC ALTERED,HLP SCAN,,4124287,G000074,LOCKBOX
A603767,CAT,,SHORTHAIR,COLORPOINT,,,,,,,
A574973,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A578153,DOG,BLACK,TOY,YORKSHIRE TERR,L15-022030,LIC ALTERED,HLP IMPORT,,4041820,G000372,LOCKBOX
A595996,CAT,,LONGHAIR,DOMESTIC LH,L17-037999,LIC ALTERED,HLP SCAN,,6368248,G000291,LOCKBOX
A558221,DOG,WHITE,TERRIER,RAT TERRIER,L15-30606,LIC 3YSR,VET,AUBURNDALE,ARL,G000052,SHELTER
A626556,DOG,,TOY,CHIHUAHUA SH,L17-013916,LIC ALTERED,HLP SCAN,,6368339,G000069,LOCKBOX
A625000,DOG,WHITE,SETTER/RETRIEVE,GOLDEN RETR,985113001161430,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A582868,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L15-050996,LIC ALTERED,HLP SCAN,,4216589,G000067,LOCKBOX
A584354,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-008181,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A606318,DOG,TAN,TERRIER,MIN PINSCHER,985112007951821,MICROCHIP,HOME AGAIN,,,,SHELTER
A556502,CAT,,SHORTHAIR,AMER SH,,,,,,,
A549506,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L14-005424,LIC ALTERED,HLP SCAN,,3154315,G000069,LOCKBOX
A575559,DOG,,SHEPHERD,GERM SHEPHERD,985112006516865,MICROCHIP RTO,COUNTER,,,,SHELTER
A603955,DOG,,TOY,CHIHUAHUA SH,L16-031694,LIC ALTERED,HLP SCAN,,5077859,G000250,LOCKBOX
A603158,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L16-050884,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A458232,DOG,TAN,MASTIFF,ROTTWEILER,L14-045817,LIC ALTERED,HLP SCAN,,2658204,G000068,SHELTER
A607736,DOG,BLACK,MASTIFF,PIT BULL,L17-008357,LIC ALTERED,COUNTER,SNIP,,G000372,LICENSE
A554606,DOG,,TOY,SHIH TZU,982000363208731,MICROCHIP,PET WATCH,,,G000088,SHELTER
A632979,DOG,BROWN,SHEPHERD,GERM SHEPHERD,R18-0004,RAB VAC CERT.,ADOPT,LMAS,,G124495,SHELTER
A599635,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A558620,DOG,,TOY,BOSTON TERRIER,L15-002754,LIC 3Y,HLP WEB,,3493038,G000384,SHELTER
A590074,DOG,,TOY,LHASA APSO,L17-031187,LIC 3YSR,HLP SCAN,,5912665,G000068,LOCKBOX
A419492,DOG,WHITE,MASTIFF,PIT BULL,D11-028145,LIC UNALTERED,COUNTER,WHIPPSMILL,DJR,,SHELTER
A562091,DOG,BROWN,TOY,DACHSHUND,L17-040635,LIC ALTERED,HLP SCAN,,6369072,G000071,LOCKBOX
A615653,DOG,TAN,SETTER/RETRIEVE,LABRADOR RETR,L17-041217,LIC ALTERED,VET,,ARL,G000088,SHELTER
A613720,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-023512,LIC ALTERED,HLP WEB,EASTPOINT,6663880,G000260,LOCKBOX
A373891,CAT,,LONGHAIR,DOMESTIC MH,C10-009962,LIC ALTERED,ADOPT,MAS,,,SHELTER
A224424,DOG,WHITE,COLLIE,AUST SHEPHERD,D05-016534,LIC ALTERED,,,,,CONVERT
A579061,DOG,,MASTIFF,BOXER,L15-037725,LIC ALTERED,HLP SCAN,,4151438,G000291,LOCKBOX
A622079,DOG,,TOY,CHIHUAHUA SH,L17-028738,LIC ALTERED,ADOPT,MAS,KLM,G000469,SHELTER
A633002,DOG,WHITE,MASTIFF,PIT BULL,985113001494080,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A559531,DOG,TAN,TOY,CHIHUAHUA LH,U15-001993,RABIES CERT,HLP IMPORT,,3515165,G000058,LOCKBOX
A593515,DOG,,TERRIER,CAIRN TERRIER,R16-3346,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A383004,DOG,,COLLIE,AUST CATTLE DOG,0A1122390D,MICROCHIP,PET WATCH,BLUE CROSS,WK,,SHELTER
A602405,DOG,BLACK,SHEPHERD,GERM SHEPHERD,982000406109279,MICROCHIP,HLP WEB,,4999715,,LOCKBOX
A591624,BIRD,,FOWL,CHICKEN,,,,,,,
A550322,CAT,,LONGHAIR,DOMESTIC LH,RAB-45304,RAB VAC CERT.,VET,SENECA,LB,G000360,SHELTER
A588261,CAT,,SHORTHAIR,DOMESTIC SH,L16-003746,LIC 3Y,MAIL,,AMC,G000076,SHELTER
A594648,DOG,TAN,MASTIFF,ROTTWEILER,L16-017121,LIC UNALTERED,COUNTER,,AMC,G000077,SHELTER
A562217,DOG,,HOUND,BEAGLE,L14-018535,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A578458,DOG,,,UNKNOWN,L15-020827,LIC ALTERED,HLP IMPORT,,4042249,G000372,LOCKBOX
A570981,CAT,,SHORTHAIR,DOMESTIC SH,985112006515696,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A577140,DOG,,TERRIER,JACK RUSS TERR,,,,,,,
A618291,DOG,,SETTER/RETRIEVE,GREAT PYRENEES,L17-083527,LIC ALTERED,MAIL,HOPEWELL,ARL,G000480,LICENSE
A458558,DOG,,TOY,POMERANIAN,985121009560522,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A594732,DOG,,COLLIE,AUST SHEPHERD,982000405446889,MICROCHIP,HLP WEB,,4688271,,LOCKBOX
A553107,DOG,BLACK,HOUND,BEAGLE,L14-016693,LIC ALTERED,HLP SCAN,,3268113,G000372,LOCKBOX
A612902,DOG,,MASTIFF,AMERICAN STAFF,L17-038017,LIC ALTERED,VET,,ARL,G000072,SHELTER
A608169,DOG,CHOCOLATE,HOUND,BLUETICK HOUND,L17-013424,LIC ALTERED,ADOPT,MAS,,G000469,SHELTER
A617771,DOG,BLACK,MASTIFF,PIT BULL,R17-1321,RAB VAC CERT.,ADOPT,LMAS,MM,G124495,SHELTER
A575997,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,985121004532071,MICROCHIP,HLP WEB,,3962694,,LOCKBOX
A580476,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,985113000142430,MICROCHIP,HLP WEB,,4109806,,SHELTER
